"OreDict Key","Registry name","Meta/dmg","Display name","NBT"
"artisansGrimoire","artisanworktables:artisans_grimoire_flint",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_gold",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_hardcarbon",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_invar",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_iron",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_lead",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_nickel",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_osmium",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_platinum",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_silver",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_steel",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_stone",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_tin",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_toughalloy",32767,"(WILDCARD)",""
"artisansGrimoire","artisanworktables:artisans_grimoire_wood",32767,"(WILDCARD)",""
"artisansToolAluminium","artisanworktables:artisans_grimoire_aluminum",32767,"(WILDCARD)",""
"artisansToolAluminum","artisanworktables:artisans_grimoire_aluminum",32767,"(WILDCARD)",""
"artisansToolBone","artisanworktables:artisans_grimoire_bone",32767,"(WILDCARD)",""
"artisansToolBoron","artisanworktables:artisans_grimoire_boron",32767,"(WILDCARD)",""
"artisansToolBoronnitride","artisanworktables:artisans_grimoire_boronnitride",32767,"(WILDCARD)",""
"artisansToolBronze","artisanworktables:artisans_grimoire_bronze",32767,"(WILDCARD)",""
"artisansToolConstantan","artisanworktables:artisans_grimoire_constantan",32767,"(WILDCARD)",""
"artisansToolCopper","artisanworktables:artisans_grimoire_copper",32767,"(WILDCARD)",""
"artisansToolDiamond","artisanworktables:artisans_grimoire_diamond",32767,"(WILDCARD)",""
"artisansToolElectrum","artisanworktables:artisans_grimoire_electrum",32767,"(WILDCARD)",""
"artisansToolFlint","artisanworktables:artisans_grimoire_flint",32767,"(WILDCARD)",""
"artisansToolGold","artisanworktables:artisans_grimoire_gold",32767,"(WILDCARD)",""
"artisansToolHardcarbon","artisanworktables:artisans_grimoire_hardcarbon",32767,"(WILDCARD)",""
"artisansToolInvar","artisanworktables:artisans_grimoire_invar",32767,"(WILDCARD)",""
"artisansToolIron","artisanworktables:artisans_grimoire_iron",32767,"(WILDCARD)",""
"artisansToolLead","artisanworktables:artisans_grimoire_lead",32767,"(WILDCARD)",""
"artisansToolNickel","artisanworktables:artisans_grimoire_nickel",32767,"(WILDCARD)",""
"artisansToolOsmium","artisanworktables:artisans_grimoire_osmium",32767,"(WILDCARD)",""
"artisansToolPlatinum","artisanworktables:artisans_grimoire_platinum",32767,"(WILDCARD)",""
"artisansToolSilver","artisanworktables:artisans_grimoire_silver",32767,"(WILDCARD)",""
"artisansToolSteel","artisanworktables:artisans_grimoire_steel",32767,"(WILDCARD)",""
"artisansToolStone","artisanworktables:artisans_grimoire_stone",32767,"(WILDCARD)",""
"artisansToolTin","artisanworktables:artisans_grimoire_tin",32767,"(WILDCARD)",""
"artisansToolToughalloy","artisanworktables:artisans_grimoire_toughalloy",32767,"(WILDCARD)",""
"artisansToolWood","artisanworktables:artisans_grimoire_wood",32767,"(WILDCARD)",""
"bEnderAirBottle","botania:manaresource",15,"Ender Air Bottle",""
"bFlask","botania:vial",1,"Alfglass Flask",""
"bPlaceholder","botania:manaresource",11,"Crafting Placeholder",""
"bRedString","botania:manaresource",12,"Red String",""
"bVial","botania:vial",0,"Managlass Vial",""
"bakingEgg","iceandfire:hippogryph_egg",32767,"(WILDCARD)",""
"bakingEgg","iceandfire:iceandfire.deathworm_egg",32767,"(WILDCARD)",""
"bakingEgg","iceandfire:myrmex_desert_egg",32767,"(WILDCARD)",""
"bakingEgg","iceandfire:myrmex_jungle_egg",32767,"(WILDCARD)",""
"ballConductiveIron","enderio:item_alloy_ball",4,"Conductive Iron Grinding Ball",""
"ballConstructionAlloy","enderio:item_alloy_ball",9,"Iron Alloy Grinding Ball",""
"ballCrudeSteel","enderio:item_alloy_endergy_ball",0,"Crude Steel Grinding Ball",""
"ballCrystallineAlloy","enderio:item_alloy_endergy_ball",1,"Crystalline Alloy Grinding Ball",""
"ballCrystallinePinkSlime","enderio:item_alloy_endergy_ball",4,"Crystalline Pink Slime Grinding Ball",""
"ballDarkSteel","enderio:item_alloy_ball",6,"Dark Steel Grinding Ball",""
"ballElectricalSteel","enderio:item_alloy_ball",0,"Electrical Steel Grinding Ball",""
"ballEndSteel","enderio:item_alloy_ball",8,"End Steel Grinding Ball",""
"ballEnergeticAlloy","enderio:item_alloy_ball",1,"Energetic Alloy Grinding Ball",""
"ballEnergeticSilver","enderio:item_alloy_endergy_ball",5,"Energetic Silver Grinding Ball",""
"ballInfinity","avaritiaio:grindingballinfinity",0,"Infinity Grinding Ball",""
"ballMelodicAlloy","enderio:item_alloy_endergy_ball",2,"Melodic Alloy Grinding Ball",""
"ballMud","biomesoplenty:mudball",0,"Mud Ball",""
"ballNeutronium","avaritiaio:grindingballneutronium",0,"Neutronium Grinding Ball",""
"ballPulsatingIron","enderio:item_alloy_ball",5,"Pulsating Iron Grinding Ball",""
"ballRedstoneAlloy","enderio:item_alloy_ball",3,"Redstone Alloy Grinding Ball",""
"ballSoularium","enderio:item_alloy_ball",7,"Soularium Grinding Ball",""
"ballStellarAlloy","enderio:item_alloy_endergy_ball",3,"Stellar Alloy Grinding Ball",""
"ballVibrantAlloy","enderio:item_alloy_ball",2,"Vibrant Alloy Grinding Ball",""
"ballVividAlloy","enderio:item_alloy_endergy_ball",6,"Vivid Alloy Grinding Ball",""
"barsIron","minecraft:iron_bars",0,"Iron Bars",""
"battery","mekanism:energytablet",0,"Energy Tablet",""
"bed","cyclicmagic:sleeping_mat",0,"Sleeping Mat",""
"bed","minecraft:bed",0,"White Bed",""
"bed","minecraft:bed",1,"Orange Bed",""
"bed","minecraft:bed",2,"Magenta Bed",""
"bed","minecraft:bed",3,"Light Blue Bed",""
"bed","minecraft:bed",4,"Yellow Bed",""
"bed","minecraft:bed",5,"Lime Bed",""
"bed","minecraft:bed",6,"Pink Bed",""
"bed","minecraft:bed",7,"Gray Bed",""
"bed","minecraft:bed",8,"Light Gray Bed",""
"bed","minecraft:bed",9,"Cyan Bed",""
"bed","minecraft:bed",10,"Purple Bed",""
"bed","minecraft:bed",11,"Blue Bed",""
"bed","minecraft:bed",12,"Brown Bed",""
"bed","minecraft:bed",13,"Green Bed",""
"bed","minecraft:bed",14,"Red Bed",""
"bed","minecraft:bed",15,"Black Bed",""
"beeComb","forestry:bee_combs",32767,"(WILDCARD)",""
"beeComb","gendustry:honey_comb",32767,"(WILDCARD)",""
"bioplastic","nuclearcraft:part",6,"Bioplastic",""
"blockAethium","environmentaltech:aethium",0,"Aethium",""
"blockAethium","environmentaltech:aethium_bricks",0,"Aethium Bricks",""
"blockAethium","environmentaltech:aethium_paver",0,"Aethium Paver",""
"blockAethium","environmentaltech:aethium_tiles",0,"Aethium Tiles",""
"blockAlubrass","tconstruct:metal",5,"Block of Aluminum Brass",""
"blockAluminium","chisel:blockaluminum",0,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",1,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",2,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",3,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",4,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",5,"Block of Aluminum",""
"blockAluminium","chisel:blockaluminum",6,"Block of Aluminum",""
"blockAluminium","immersiveengineering:storage",1,"Block of Aluminium",""
"blockAluminium","libvulpes:metal0",9,"Aluminum Block",""
"blockAluminium","nuclearcraft:ingot_block",12,"Aluminum Block",""
"blockAluminium","thermalfoundation:storage",4,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",0,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",1,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",2,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",3,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",4,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",5,"Block of Aluminum",""
"blockAluminum","chisel:blockaluminum",6,"Block of Aluminum",""
"blockAluminum","immersiveengineering:storage",1,"Block of Aluminium",""
"blockAluminum","libvulpes:metal0",9,"Aluminum Block",""
"blockAluminum","nuclearcraft:ingot_block",12,"Aluminum Block",""
"blockAluminum","thermalfoundation:storage",4,"Block of Aluminum",""
"blockAlumite","plustic:alumiteblock",0,"Alumite Block",""
"blockAmber","biomesoplenty:gem_block",7,"Block of Amber",""
"blockAmber","thaumcraft:amber_block",0,"Amber Block",""
"blockAmber","thaumcraft:amber_brick",0,"Amber Bricks",""
"blockAmericium243","nuclearcraft:block_depleted_americium",0,"Americium-243 Block",""
"blockAmethyst","biomesoplenty:gem_block",0,"Block of Amethyst",""
"blockApatite","forestry:resource_storage",0,"Block of Apatite",""
"blockAquamarine","jaopca:block_blockaquamarine",0,"Block of Aquamarine",""
"blockArdite","tconstruct:metal",1,"Block of Ardite",""
"blockAstralStarmetal","jaopca:block_blockastralstarmetal",0,"Block of Astral Starmetal",""
"blockBaseEssence","mysticalagriculture:ingot_storage",0,"Block of Base Essence",""
"blockBerkelium247","nuclearcraft:block_depleted_berkelium",0,"Berkelium-247 Block",""
"blockBeryllium","nuclearcraft:ingot_block",9,"Beryllium Block",""
"blockBlackIron","extendedcrafting:storage",0,"Block of Black Iron",""
"blockBlackQuartz","actuallyadditions:block_misc",0,"Pillar of Black Quartz",""
"blockBlackQuartz","actuallyadditions:block_misc",1,"Chiseled Block of Black Quartz",""
"blockBlackQuartz","actuallyadditions:block_misc",2,"Block of Black Quartz",""
"blockBlaze","botania:blazeblock",0,"Blaze Mesh",""
"blockBlutonium","bigreactors:blockblutonium",0,"Blutonium Block",""
"blockBone","minecraft:bone_block",0,"Bone Block",""
"blockBoron","nuclearcraft:ingot_block",5,"Boron Block",""
"blockBoundMetal","tconevo:metal_block",5,"Bound Metal Block",""
"blockBrass","thaumcraft:metal_brass",0,"Brass Block",""
"blockBronze","chisel:blockbronze",0,"Block of Bronze",""
"blockBronze","chisel:blockbronze",1,"Block of Bronze",""
"blockBronze","chisel:blockbronze",2,"Block of Bronze",""
"blockBronze","chisel:blockbronze",3,"Block of Bronze",""
"blockBronze","chisel:blockbronze",4,"Block of Bronze",""
"blockBronze","chisel:blockbronze",5,"Block of Bronze",""
"blockBronze","chisel:blockbronze",6,"Block of Bronze",""
"blockBronze","forestry:resource_storage",3,"Block of Bronze",""
"blockBronze","ic2:resource",5,"Bronze Block",""
"blockBronze","mekanism:basicblock",1,"Bronze Block",""
"blockBronze","thermalfoundation:storage_alloy",3,"Block of Bronze",""
"blockCactus","minecraft:cactus",0,"Cactus",""
"blockCactus","minecraft:cactus",32767,"(WILDCARD)",""
"blockCalifornium252","nuclearcraft:block_depleted_californium",0,"Californium-252 Block",""
"blockCandle","quark:candle",32767,"(WILDCARD)",""
"blockCertusQuartz","appliedenergistics2:chiseled_quartz_block",0,"Chiseled Certus Quartz Block",""
"blockCertusQuartz","appliedenergistics2:quartz_block",0,"Certus Quartz Block",""
"blockCertusQuartz","appliedenergistics2:quartz_pillar",0,"Certus Quartz Pillar",""
"blockChaoticMetal","tconevo:metal_block",2,"Chaotic Metal Block",""
"blockCharcoal","actuallyadditions:block_misc",5,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",0,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",1,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",2,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",3,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",4,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",5,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",6,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",7,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",8,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",9,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",10,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",11,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",12,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",13,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",14,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal",15,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",0,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",1,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",2,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",3,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",4,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",5,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",6,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",7,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",8,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",9,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",10,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",11,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",12,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",13,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",14,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal1",15,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal2",0,"Block of Charcoal",""
"blockCharcoal","chisel:block_charcoal2",1,"Block of Charcoal",""
"blockCharcoal","forestry:charcoal",0,"Block of Charcoal",""
"blockCharcoal","mekanism:basicblock",3,"Charcoal Block",""
"blockCharcoal","tcomplement:storage",0,"Block of Charcoal",""
"blockCharcoal","thermalfoundation:storage_resource",0,"Block of Charcoal",""
"blockCheese","rats:block_of_cheese",0,"Block of Cheese",""
"blockClay","minecraft:clay",0,"Clay",""
"blockClay","minecraft:clay",32767,"(WILDCARD)",""
"blockCoal","chisel:block_coal",0,"Block of Coal",""
"blockCoal","chisel:block_coal",1,"Block of Coal",""
"blockCoal","chisel:block_coal",2,"Block of Coal",""
"blockCoal","chisel:block_coal",3,"Block of Coal",""
"blockCoal","chisel:block_coal",4,"Block of Coal",""
"blockCoal","chisel:block_coal",5,"Block of Coal",""
"blockCoal","chisel:block_coal",6,"Block of Coal",""
"blockCoal","chisel:block_coal",7,"Block of Coal",""
"blockCoal","chisel:block_coal",8,"Block of Coal",""
"blockCoal","chisel:block_coal",9,"Block of Coal",""
"blockCoal","chisel:block_coal",10,"Block of Coal",""
"blockCoal","chisel:block_coal",11,"Block of Coal",""
"blockCoal","chisel:block_coal",12,"Block of Coal",""
"blockCoal","chisel:block_coal",13,"Block of Coal",""
"blockCoal","chisel:block_coal",14,"Block of Coal",""
"blockCoal","chisel:block_coal",15,"Block of Coal",""
"blockCoal","chisel:block_coal1",0,"Block of Coal",""
"blockCoal","chisel:block_coal1",1,"Block of Coal",""
"blockCoal","chisel:block_coal1",2,"Block of Coal",""
"blockCoal","chisel:block_coal1",3,"Block of Coal",""
"blockCoal","chisel:block_coal1",4,"Block of Coal",""
"blockCoal","chisel:block_coal1",5,"Block of Coal",""
"blockCoal","chisel:block_coal1",6,"Block of Coal",""
"blockCoal","chisel:block_coal1",7,"Block of Coal",""
"blockCoal","chisel:block_coal1",8,"Block of Coal",""
"blockCoal","chisel:block_coal1",9,"Block of Coal",""
"blockCoal","chisel:block_coal1",10,"Block of Coal",""
"blockCoal","chisel:block_coal1",11,"Block of Coal",""
"blockCoal","chisel:block_coal1",12,"Block of Coal",""
"blockCoal","chisel:block_coal1",13,"Block of Coal",""
"blockCoal","chisel:block_coal1",14,"Block of Coal",""
"blockCoal","chisel:block_coal1",15,"Block of Coal",""
"blockCoal","chisel:block_coal2",0,"Block of Coal",""
"blockCoal","chisel:block_coal2",1,"Block of Coal",""
"blockCoal","minecraft:coal_block",0,"Coal",""
"blockCoalCoke","chisel:block_coal_coke",0,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",1,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",2,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",3,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",4,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",5,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",6,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",7,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",8,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",9,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",10,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",11,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",12,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",13,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",14,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke",15,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",0,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",1,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",2,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",3,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",4,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",5,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",6,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",7,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",8,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",9,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",10,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",11,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",12,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",13,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",14,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke1",15,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke2",0,"Block of Coal Coke",""
"blockCoalCoke","chisel:block_coal_coke2",1,"Block of Coal Coke",""
"blockCoalCoke","immersiveengineering:stone_decoration",3,"Block of Coal Coke",""
"blockCoalCoke","thermalfoundation:storage_resource",1,"Block of Coal Coke",""
"blockCobalt","chisel:blockcobalt",0,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",1,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",2,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",3,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",4,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",5,"Block of Cobalt",""
"blockCobalt","chisel:blockcobalt",6,"Block of Cobalt",""
"blockCobalt","tconstruct:metal",0,"Block of Cobalt",""
"blockCoil","libvulpes:coil0",2,"Gold Coil",""
"blockCoil","libvulpes:coil0",4,"Copper Coil",""
"blockCoil","libvulpes:coil0",7,"Titanium Coil",""
"blockCoil","libvulpes:coil0",9,"Aluminum Coil",""
"blockCoil","libvulpes:coil0",10,"Iridium Coil",""
"blockConcrete","chisel:concrete_black",0,"Black Concrete",""
"blockConcrete","chisel:concrete_black",1,"Black Concrete",""
"blockConcrete","chisel:concrete_black",2,"Black Concrete",""
"blockConcrete","chisel:concrete_black",3,"Black Concrete",""
"blockConcrete","chisel:concrete_black",4,"Black Concrete",""
"blockConcrete","chisel:concrete_black",5,"Black Concrete",""
"blockConcrete","chisel:concrete_black",6,"Black Concrete",""
"blockConcrete","chisel:concrete_black",7,"Black Concrete",""
"blockConcrete","chisel:concrete_black",8,"Black Concrete",""
"blockConcrete","chisel:concrete_black",9,"Black Concrete",""
"blockConcrete","chisel:concrete_black",10,"Black Concrete",""
"blockConcrete","chisel:concrete_black",11,"Black Concrete",""
"blockConcrete","chisel:concrete_black",12,"Black Concrete",""
"blockConcrete","chisel:concrete_black",13,"Black Concrete",""
"blockConcrete","chisel:concrete_black",14,"Black Concrete",""
"blockConcrete","chisel:concrete_black",15,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",0,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",1,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",2,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",3,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",4,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",5,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",6,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",7,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",8,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",9,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",10,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",11,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",12,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",13,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",14,"Black Concrete",""
"blockConcrete","chisel:concrete_black1",15,"Black Concrete",""
"blockConcrete","chisel:concrete_black2",0,"Black Concrete",""
"blockConcrete","chisel:concrete_blue",0,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",1,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",2,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",3,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",4,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",5,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",6,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",7,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",8,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",9,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",10,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",11,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",12,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",13,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",14,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue",15,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",0,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",1,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",2,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",3,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",4,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",5,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",6,"Blue Concrete",""
"blockConcrete","chisel:concrete_blue1",7,"Blue Concrete",""
