"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Actually Additions","actuallyadditions:item_food",11903,18,"true","Doughnut",2,0.1,""
"Actually Additions","actuallyadditions:item_food",11903,19,"true","Toast o' Chocolate",5,0.2,"bread"
"Actually Additions","actuallyadditions:item_food",11903,20,"true","Bacon",4,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,0,"true","CuBaRa-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,1,"true","GraKiBa-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,2,"true","PlApLe-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,3,"true","ChApCi-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,4,"true","HoMeKi-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,5,"true","PiCo-Jam",6,0.1,""
"Actually Additions","actuallyadditions:item_jam",11904,6,"true","HoMeCo-Jam",6,0.1,""
"Animania","animania:bacon_omelette",5016,0,"false","Bacon Omelette",5,0.7,""
"Animania","animania:cheese_omelette",5017,0,"false","Cheese Omelette",5,0.7,""
"Animania","animania:chocolate_truffle",5021,0,"false","Chocolate Truffle",6,0.7,""
"Animania","animania:cooked_chevon",5038,0,"false","Roast Chevon",5,0.5,"foodMeats,listAllmeatcooked"
"Animania","animania:cooked_frog_legs",4897,0,"false","Cooked Frog Legs",7,0.5,"foodMeats,listAllmeatcooked"
"Animania","animania:cooked_horse",5036,0,"false","Cooked Horse",12,0.5,"foodMeats,listAllmeatcooked"
"Animania","animania:cooked_peacock",4899,0,"false","Roast Peacock",6,0.5,""
"Animania","animania:cooked_prime_bacon",5030,0,"false","Roast Prime Bacon",8,0.5,"foodBaconCooked,foodMeats,listAllporkcooked,primeMeatCooked"
"Animania","animania:cooked_prime_beef",5024,0,"false","Roast Prime Beef",12,0.5,"foodMeats,listAllbeefcooked,listAllmeatcooked,primeMeatCooked"
"Animania","animania:cooked_prime_chevon",5040,0,"false","Roast Prime Chevon",10,0.5,"foodMeats,listAllmeatcooked,primeMeatCooked"
"Animania","animania:cooked_prime_chicken",5032,0,"false","Roast Prime Chicken",8,0.5,"foodMeats,listAllchickencooked,listAllmeatcooked,primeMeatCooked"
"Animania","animania:cooked_prime_mutton",5034,0,"false","Roast Prime Mutton",12,0.5,"foodMeats,listAllmeatcooked,primeMeatCooked"
"Animania","animania:cooked_prime_peacock",4901,0,"false","Roast Prime Peacock",9,0.5,"primeMeatCooked"
"Animania","animania:cooked_prime_pork",5028,0,"false","Roast Prime Pork",12,0.5,"foodMeats,listAllmeatcooked,listAllporkcooked,primeMeatCooked"
"Animania","animania:cooked_prime_rabbit",4895,0,"false","Roast Prime Rabbit",8,0.5,"foodMeats,listAllmeatcooked,primeMeatCooked"
"Animania","animania:cooked_prime_steak",5026,0,"false","Roast Prime Steak",8,0.5,"foodMeats,listAllbeefcooked,primeMeatCooked"
"Animania","animania:friesian_cheese_wedge",5041,0,"false","Cheese Wedge (Friesian)",3,0.9,"cheeseAnimania,foodCheese"
"Animania","animania:goat_cheese_wedge",5044,0,"false","Cheese Wedge (Goat)",3,0.9,"cheeseAnimania,foodCheese"
"Animania","animania:holstein_cheese_wedge",5042,0,"false","Cheese Wedge (Holstein)",3,0.9,"cheeseAnimania,foodCheese"
"Animania","animania:jersey_cheese_wedge",5043,0,"false","Cheese Wedge (Jersey)",3,0.9,"cheeseAnimania,foodCheese"
"Animania","animania:milk_bottle",5011,0,"false","Bottle of Milk",4,1.0,""
"Animania","animania:plain_omelette",5018,0,"false","Plain Omelette",5,0.6,""
"Animania","animania:raw_chevon",5037,0,"false","Raw Chevon",1,1.0,"foodMeats,listAllmeatraw"
"Animania","animania:raw_frog_legs",4896,0,"false","Raw Frog Legs",1,1.0,"listAllmeatraw"
"Animania","animania:raw_horse",5035,0,"false","Raw Horse",1,1.0,"foodMeats,listAllmeatraw"
"Animania","animania:raw_peacock",4898,0,"false","Raw Peacock",1,1.0,"listAllmeatraw"
"Animania","animania:raw_prime_bacon",5029,0,"false","Raw Prime Bacon",1,1.0,"foodMeats,listAllporkraw,primeMeatRaw"
"Animania","animania:raw_prime_beef",5023,0,"false","Raw Prime Beef",1,1.0,"foodMeats,listAllbeefraw,listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_chevon",5039,0,"false","Raw Prime Chevon",1,1.0,"foodMeats,listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_chicken",5031,0,"false","Raw Prime Chicken",1,1.0,"foodMeats,listAllchickenraw,listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_mutton",5033,0,"false","Raw Prime Mutton",1,1.0,"foodMeats,listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_peacock",4900,0,"false","Raw Prime Peacock",1,1.0,"listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_pork",5027,0,"false","Raw Prime Pork",1,1.0,"foodMeats,listAllmeatraw,listAllporkraw,primeMeatRaw"
"Animania","animania:raw_prime_rabbit",4894,0,"false","Raw Prime Rabbit",1,1.0,"foodMeats,listAllmeatraw,primeMeatRaw"
"Animania","animania:raw_prime_steak",5025,0,"false","Raw Prime Steak",1,1.0,"foodMeats,listAllbeefraw,listAllmeatraw,primeMeatRaw"
"Animania","animania:sheep_cheese_wedge",5045,0,"false","Cheese Wedge (Sheep)",3,0.9,"cheeseAnimania,foodCheese"
"Animania","animania:super_omelette",5014,0,"false","Super Omelette",5,0.9,""
"Animania","animania:truffle",5019,0,"false","Truffle",2,0.7,""
"Animania","animania:truffle_omelette",5015,0,"false","Truffle Omelette",5,0.8,""
"Animania","animania:truffle_soup",5020,0,"false","Truffle Soup",10,0.6,""
"Animus","animus:bloodapple",9201,0,"false","Blood Apple",3,0.6,""
"Avaritia","avaritia:cosmic_meatballs",5561,0,"false","Cosmic Meatballs",20,20.0,""
"Avaritia","avaritia:ultimate_stew",5560,0,"false","Ultimate Stew",20,20.0,""
"Better Animals Plus","betteranimalsplus:blubber",11686,0,"false","Blubber",1,2.0,""
"Better Animals Plus","betteranimalsplus:crab_meat_cooked",11710,0,"false","Cooked Crab Meat",5,1.2,"listAllfishcooked"
"Better Animals Plus","betteranimalsplus:crab_meat_raw",11709,0,"false","Raw Crab Meat",2,1.0,"listAllfishraw"
"Better Animals Plus","betteranimalsplus:eel_meat_cooked",11720,0,"false","Cooked Eel Meat",4,0.7,""
"Better Animals Plus","betteranimalsplus:eel_meat_raw",11719,0,"false","Raw Eel Meat",1,0.0,""
"Better Animals Plus","betteranimalsplus:fried_egg",11721,0,"false","Fried Egg",5,1.5,""
"Better Animals Plus","betteranimalsplus:goatcheese",11688,0,"false","Goat Cheese",3,1.0,"foodCheese,foodGoatCheese"
"Better Animals Plus","betteranimalsplus:pheasantcooked",11690,0,"false","Cooked Pheasant",7,1.2,"listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:pheasantraw",11689,0,"false","Raw Pheasant",3,0.0,"listAllmeatraw"
"Better Animals Plus","betteranimalsplus:turkey_leg_cooked",11718,0,"false","Cooked Turkey Leg",4,1.2,"listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:turkey_leg_raw",11717,0,"false","Raw Turkey Leg",2,0.0,"listAllmeatraw"
"Better Animals Plus","betteranimalsplus:venisoncooked",11683,0,"false","Cooked Venison",8,1.2,"foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Better Animals Plus","betteranimalsplus:venisonraw",11682,0,"false","Raw Venison",4,0.0,"foodVenisonraw,listAllmeatraw,listAllvenisonraw"
"Biomes O' Plenty","biomesoplenty:berries",4809,0,"false","Berry",1,0.1,"listAllberry,listAllfruit"
"Biomes O' Plenty","biomesoplenty:filled_honeycomb",4814,0,"false","Filled Honeycomb",3,0.4,"dropHoney,foodFilledhoneycomb,foodHoneydrop,listAllsugar"
"Biomes O' Plenty","biomesoplenty:peach",4811,0,"false","Peach",5,0.2,"cropPeach,listAllfruit"
"Biomes O' Plenty","biomesoplenty:pear",4810,0,"false","Pear",5,0.3,"cropPear,listAllfruit"
"Biomes O' Plenty","biomesoplenty:persimmon",4812,0,"false","Persimmon",5,0.2,"cropPersimmon,listAllfruit"
"Biomes O' Plenty","biomesoplenty:ricebowl",4816,0,"false","Bowl of Rice",2,0.6,"foodBowlofrice"
"Biomes O' Plenty","biomesoplenty:shroompowder",4815,0,"false","Shroom Powder",1,0.1,"foodMushroompowder"
"Botania","botania:manacookie",7694,0,"false","Biscuit of Totality",0,0.1,""
"Culinary Construct","culinaryconstruct:sandwich",9962,0,"false","Sandwich",0,0.0,""
"Cyclic","cyclicmagic:corrupted_chorus",13404,0,"false","Corrupted Chorus Fruit",2,0.6,""
"Cyclic","cyclicmagic:food_step",13419,0,"false","Apple of Lofty Stature",4,0.6,""
"Cyclic","cyclicmagic:glowing_chorus",13405,0,"false","Glowing Chorus Fruit",4,0.6,""
"Cyclic","cyclicmagic:heart_toxic",13329,0,"false","Empty Heart Container",2,0.6,""
"Cyclic","cyclicmagic:inventory_food",13430,0,"false","Inventory Upgrade",10,0.6,""
"End: Reborn","endreborn:food_chorus_soup",10114,0,"false","Chorus Soup",5,0.6,""
"End: Reborn","endreborn:food_dragonite_berries",10113,0,"false","Dragonite Berries",1,0.1,""
"End: Reborn","endreborn:food_ender_flesh",10112,0,"false","Mysical Flesh",4,0.4,""
"Ender IO","enderio:item_ender_food",8364,0,"true","""Enderios""",10,0.8,""
"Ex Nihilo Creatio","exnihilocreatio:item_cooked_silkworm",8737,0,"false","Cooked Silkworm",2,0.6,""
"Extra Utilities 2","extrautils2:magicapple",5692,0,"false","Magical Apple",4,0.3,""
"Forestry","forestry:ambrosia",4318,0,"false","Ambrosia",8,0.6,""
"Forestry","forestry:fruits",4306,0,"true","Cherry",1,0.2,"cropCherry,fruitForestry"
"Forestry","forestry:fruits",4306,1,"true","Walnut",1,0.2,"cropWalnut,fruitForestry"
"Forestry","forestry:fruits",4306,2,"true","Chestnut",1,0.2,"cropChestnut,fruitForestry"
"Forestry","forestry:fruits",4306,3,"true","Lemon",1,0.2,"cropLemon,fruitForestry"
"Forestry","forestry:fruits",4306,4,"true","Plum",1,0.2,"cropPlum,fruitForestry"
"Forestry","forestry:fruits",4306,5,"true","Date",1,0.2,"cropDate,fruitForestry"
"Forestry","forestry:fruits",4306,6,"true","Papaya",1,0.2,"cropPapaya,fruitForestry"
"Forestry","forestry:honey_pot",4319,0,"false","Honey Pot",2,0.2,""
"Forestry","forestry:honeyed_slice",4317,0,"false","Honeyed Slice",8,0.6,""
"Ice and Fire","iceandfire:ambrosia",9403,0,"false","Ambrosia",5,0.6,""
"Ice and Fire","iceandfire:fire_dragon_flesh",9378,0,"false","Fire Dragon Flesh",8,0.8,""
"Ice and Fire","iceandfire:ice_dragon_flesh",9379,0,"false","Ice Dragon Flesh",8,0.8,""
"Ice and Fire","iceandfire:pixie_dust",9400,0,"false","Pixie Dust",1,0.3,""
"IndustrialCraft 2","ic2:terra_wart",4172,0,"false","Terra Wart",0,1.0,""
"Integrated Dynamics","integrateddynamics:menril_berries",10364,0,"false","Menril Berries",4,0.3,""
"Minecraft","minecraft:apple",260,0,"false","Apple",4,0.3,"cropApple,listAllfruit"
"Minecraft","minecraft:baked_potato",393,0,"false","Baked Potato",5,0.6,""
"Minecraft","minecraft:beef",363,0,"false","Raw Beef",3,0.3,"foodMeat,listAllbeefraw,listAllmeatraw"
"Minecraft","minecraft:beetroot",434,0,"false","Beetroot",1,0.6,"cropBeet,cropBeetroot,foodVegetable,listAllveggie"
"Minecraft","minecraft:beetroot_soup",436,0,"false","Beetroot Soup",6,0.6,""
"Minecraft","minecraft:bread",297,0,"false","Bread",5,0.6,"bread,foodBread"
"Minecraft","minecraft:carrot",391,0,"false","Carrot",3,0.6,"cropCarrot,foodVegetable,listAllveggie"
"Minecraft","minecraft:chicken",365,0,"false","Raw Chicken",2,0.3,"foodMeat,listAllchickenraw,listAllmeatraw"
"Minecraft","minecraft:chorus_fruit",432,0,"false","Chorus Fruit",4,0.3,"listAllfruit"
"Minecraft","minecraft:cooked_beef",364,0,"false","Steak",8,0.8,"foodCooked,foodMeat,listAllbeefcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_chicken",366,0,"false","Cooked Chicken",6,0.6,"foodCooked,foodMeat,listAllchickencooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_fish",350,0,"true","Cooked Fish",5,0.6,"foodCooked,listAllfishcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_fish",350,1,"true","Cooked Salmon",6,0.8,"listAllfishcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_mutton",424,0,"false","Cooked Mutton",6,0.8,"foodCooked,foodMeat,foodMuttoncooked,listAllmeatcooked,listAllmuttoncooked"
"Minecraft","minecraft:cooked_porkchop",320,0,"false","Cooked Porkchop",8,0.8,"foodCooked,foodMeat,listAllmeatcooked,listAllporkcooked"
"Minecraft","minecraft:cooked_rabbit",412,0,"false","Cooked Rabbit",5,0.6,"foodCooked,foodMeat,foodRabbitcooked,listAllmeatcooked,listAllrabbitcooked"
"Minecraft","minecraft:cookie",357,0,"false","Cookie",2,0.1,""
"Minecraft","minecraft:fish",349,0,"true","Raw Fish",2,0.1,"fish,listAllfishfresh,listAllfishraw,salmonRaw"
"Minecraft","minecraft:fish",349,1,"true","Raw Salmon",2,0.1,"fish,foodSalmonraw,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,2,"true","Clownfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,3,"true","Pufferfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:golden_apple",322,0,"true","Golden Apple",4,1.2,""
"Minecraft","minecraft:golden_apple",322,1,"true","Golden Apple",4,1.2,"foodNutrients5"
"Minecraft","minecraft:golden_carrot",396,0,"false","Golden Carrot",6,1.2,""
"Minecraft","minecraft:melon",360,0,"false","Melon",2,0.3,""
"Minecraft","minecraft:mushroom_stew",282,0,"false","Mushroom Stew",6,0.6,""
"Minecraft","minecraft:mutton",423,0,"false","Raw Mutton",2,0.3,"foodMeat,foodMuttonraw,listAllmeatraw,listAllmuttonraw"
"Minecraft","minecraft:poisonous_potato",394,0,"false","Poisonous Potato",2,0.3,""
"Minecraft","minecraft:porkchop",319,0,"false","Raw Porkchop",3,0.3,"foodMeat,listAllmeatraw,listAllporkraw"
"Minecraft","minecraft:potato",392,0,"false","Potato",1,0.3,"cropPotato,foodVegetable,listAllveggie"
"Minecraft","minecraft:pumpkin_pie",400,0,"false","Pumpkin Pie",8,0.3,""
"Minecraft","minecraft:rabbit",411,0,"false","Raw Rabbit",3,0.3,"foodMeat,foodRabbitraw,listAllmeatraw,listAllrabbitraw"
"Minecraft","minecraft:rabbit_stew",413,0,"false","Rabbit Stew",10,0.6,""
"Minecraft","minecraft:rotten_flesh",367,0,"false","Rotten Flesh",4,0.1,""
"Minecraft","minecraft:spider_eye",375,0,"false","Spider Eye",2,0.8,""
"Mystical Agriculture","mysticalagriculture:inferium_apple",10525,0,"false","Inferium Apple",6,0.3,""
"Mystical Agriculture","mysticalagriculture:intermedium_apple",10527,0,"false","Intermedium Apple",10,0.5,""
"Mystical Agriculture","mysticalagriculture:prudentium_apple",10526,0,"false","Prudentium Apple",8,0.4,""
"Mystical Agriculture","mysticalagriculture:superium_apple",10528,0,"false","Superium Apple",15,0.7,""
"Mystical Agriculture","mysticalagriculture:supremium_apple",10529,0,"false","Supremium Apple",20,0.9,""
"NuclearCraft","nuclearcraft:cocoa_butter",6091,0,"false","Solidified Cocoa Butter",2,0.2,"ingotCocoaButter"
"NuclearCraft","nuclearcraft:dark_chocolate",6094,0,"false","Dark Chocolate",3,0.4,"ingotDarkChocolate"
"NuclearCraft","nuclearcraft:dominos",6086,0,"false","Domino's Special",16,1.8,"gearDominos"
"NuclearCraft","nuclearcraft:foursmore",6100,0,"false","FourS'more QuadS'mingot",44,8.6,""
"NuclearCraft","nuclearcraft:graham_cracker",6088,0,"false","Graham Cracker",1,0.2,""
"NuclearCraft","nuclearcraft:ground_cocoa_nibs",6090,0,"false","Ground Cocoa Nibs",1,0.2,""
"NuclearCraft","nuclearcraft:marshmallow",6097,0,"false","Marshmallow",1,0.4,"ingotMarshmallow"
"NuclearCraft","nuclearcraft:milk_chocolate",6095,0,"false","Milk Chocolate",4,0.6,"ingotChocolate"
"NuclearCraft","nuclearcraft:moresmore",6099,0,"false","MoreS'more DoubleS'mingot",20,3.8,""
"NuclearCraft","nuclearcraft:smore",6098,0,"false","S'more S'mingot",8,1.4,""
"NuclearCraft","nuclearcraft:unsweetened_chocolate",6093,0,"false","Unsweetened Chocolate",2,0.2,"ingotUnsweetenedChocolate"
"OpenBlocks","openblocks:tasty_clay",6833,0,"false","Tasty Clay",1,0.1,""
"Pam's HarvestCraft","harvestcraft:agaveitem",12057,0,"false","Agave",1,0.6,"cropAgave,listAllfruit"
"Pam's HarvestCraft","harvestcraft:akutuqitem",12957,0,"false","Akutuq",5,1.2,"foodAkutuq"
"Pam's HarvestCraft","harvestcraft:almondbutteritem",12766,0,"false","Almond Butter",1,1.2,"foodAlmondbutter,listAllnutbutter"
"Pam's HarvestCraft","harvestcraft:almonditem",12179,0,"false","Almond",1,0.6,"cropAlmond,listAllnut"
"Pam's HarvestCraft","harvestcraft:amaranthitem",12059,0,"false","Amaranth",1,0.6,"cropAmaranth,listAllgrain"
"Pam's HarvestCraft","harvestcraft:anchovypepperonipizzaitem",13154,0,"false","Anchovy Pepperoni Pizza",13,1.2,"foodAnchovypepperonipizza"
"Pam's HarvestCraft","harvestcraft:anchovyrawitem",13207,0,"false","Raw Anchovy",1,0.6,"foodAnchovyraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:applecideritem",12732,0,"false","Apple Cider",2,1.2,"foodApplecider"
"Pam's HarvestCraft","harvestcraft:applefritteritem",12838,0,"false","Apple Fritter",6,1.2,"foodApplefritter"
"Pam's HarvestCraft","harvestcraft:applejellyitem",12596,0,"false","Apple Jelly",2,1.2,"foodApplejelly"
"Pam's HarvestCraft","harvestcraft:applejellysandwichitem",12597,0,"false","Apple Jelly Sandwich",6,1.2,"foodApplejellysandwich"
"Pam's HarvestCraft","harvestcraft:applejuiceitem",12317,0,"false","Apple Juice",2,1.2,"foodApplejuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:applepieitem",12302,0,"false","Apple Pie",5,1.2,"foodApplepie"
"Pam's HarvestCraft","harvestcraft:applesauceitem",12299,0,"false","Apple Sauce",2,1.2,"foodApplesauce"
"Pam's HarvestCraft","harvestcraft:applesmoothieitem",12800,0,"false","Apple Smoothie",3,1.2,"foodApplesmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:applesnowitem",13017,0,"false","Apple Snow",4,1.2,"foodApplesnow"
"Pam's HarvestCraft","harvestcraft:appleyogurtitem",12573,0,"false","Apple Yogurt",2,1.2,"foodAppleyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:apricotglazedporkitem",12663,0,"false","Apricot Glazed Pork",4,1.2,"foodApricotglazedpork"
"Pam's HarvestCraft","harvestcraft:apricotitem",12200,0,"false","Apricot",1,0.6,"cropApricot,listAllfruit"
"Pam's HarvestCraft","harvestcraft:apricotjellyitem",12664,0,"false","Apricot Jelly",2,1.2,"foodApricotjelly"
"Pam's HarvestCraft","harvestcraft:apricotjellysandwichitem",12665,0,"false","Apricot Jelly Sandwich",6,1.2,"foodApricotjellysandwich"
"Pam's HarvestCraft","harvestcraft:apricotjuiceitem",12338,0,"false","Apricot Juice",2,1.2,"foodApricotjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:apricotsmoothieitem",12666,0,"false","Apricot Smoothie",3,1.2,"foodApricotsmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:apricotyogurtitem",12662,0,"false","Apricot Yogurt",2,1.2,"foodApricotyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:arrowrootitem",12061,0,"false","Arrowroot",1,0.6,"cropArrowroot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:artichokeitem",12007,0,"false","Artichoke",1,0.6,"cropArtichoke,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusitem",11945,0,"false","Asparagus",1,0.6,"cropAsparagus,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusquicheitem",12498,0,"false","Asparagus Quiche",6,1.2,"foodAsparagusquiche"
"Pam's HarvestCraft","harvestcraft:asparagussoupitem",12499,0,"false","Asparagus Soup",6,1.2,"foodAsparagussoup"
"Pam's HarvestCraft","harvestcraft:avocadoburritoitem",12509,0,"false","Avocado Burrito",8,1.2,"foodAvocadoburrito"
"Pam's HarvestCraft","harvestcraft:avocadoitem",12161,0,"false","Avocado",1,0.6,"cropAvocado"
"Pam's HarvestCraft","harvestcraft:babaganoushitem",12906,0,"false","Baba Ganoush",5,1.2,"foodBabaganoush"
"Pam's HarvestCraft","harvestcraft:baconandeggsitem",12836,0,"false","Bacon and Eggs",4,1.2,"foodBaconandeggs"
"Pam's HarvestCraft","harvestcraft:baconcheeseburgeritem",13105,0,"false","Bacon Cheeseburger",10,1.2,"foodBaconcheeseburger"
"Pam's HarvestCraft","harvestcraft:baconmushroomburgeritem",13136,0,"false","Bacon Mushroom Burger",11,1.2,"foodBaconmushroomburger"
"Pam's HarvestCraft","harvestcraft:baconpancakesitem",12968,0,"false","Bacon Pancakes",6,1.2,"foodBaconpancakes"
"Pam's HarvestCraft","harvestcraft:baconwrappedchiliitem",13030,0,"false","Bacon Wrapped Chili",3,1.2,"foodBaconwrappedchili"
"Pam's HarvestCraft","harvestcraft:baconwrappeddatesitem",12685,0,"false","Bacon Wrapped Dates",3,1.2,"foodBaconwrappeddates"
"Pam's HarvestCraft","harvestcraft:bakedalaskaitem",13018,0,"false","Baked Alaska",7,1.2,"foodBakedalaska"
"Pam's HarvestCraft","harvestcraft:bakedbeansitem",12427,0,"false","Baked Beans",4,1.2,"foodBakedbeans"
"Pam's HarvestCraft","harvestcraft:bakedbeetsitem",12464,0,"false","Baked Beets",4,1.2,"foodBakedbeets"
"Pam's HarvestCraft","harvestcraft:bakedcactusitem",12948,0,"false","Baked Cactus",1,1.2,"foodBakedcactus"
"Pam's HarvestCraft","harvestcraft:bakedhamitem",12359,0,"false","Baked Ham",4,1.2,"foodBakedham"
"Pam's HarvestCraft","harvestcraft:bakedsweetpotatoitem",12293,0,"false","Baked Sweet Potato",2,1.2,""
"Pam's HarvestCraft","harvestcraft:bakedturnipsitem",12477,0,"false","Baked Turnips",5,1.2,"foodBakedturnips"
"Pam's HarvestCraft","harvestcraft:baklavaitem",12584,0,"false","Baklava",8,1.2,"foodBaklava"
"Pam's HarvestCraft","harvestcraft:bambooshootitem",11955,0,"false","Bamboo Shoot",1,0.6,"cropBambooshoot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bamboosteamedriceitem",12658,0,"false","Bamboo Steamed Rice",2,1.2,"foodBamboosteamedrice"
"Pam's HarvestCraft","harvestcraft:bananaitem",12155,0,"false","Banana",1,0.6,"cropBanana,listAllfruit"
"Pam's HarvestCraft","harvestcraft:bananamilkshakeitem",12754,0,"false","Banana Milkshake",3,1.2,"foodBananamilkshake"
"Pam's HarvestCraft","harvestcraft:banananutbreaditem",12515,0,"false","Banana Nut Bread",5,1.2,"foodBanananutbread"
"Pam's HarvestCraft","harvestcraft:bananasmoothieitem",12516,0,"false","Banana Smoothie",3,1.2,"foodBananasmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:bananasplititem",12514,0,"false","Banana Split",7,1.2,"foodBananasplit"
"Pam's HarvestCraft","harvestcraft:bananayogurtitem",12517,0,"false","Banana Yogurt",2,1.2,"foodBananayogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:bangersandmashitem",12733,0,"false","Bangers and Mash",9,1.2,"foodBangersandmash"
"Pam's HarvestCraft","harvestcraft:barleyitem",11947,0,"false","Barley",1,0.6,"cropBarley,listAllgrain"
"Pam's HarvestCraft","harvestcraft:bassrawitem",13208,0,"false","Raw Bass",1,0.6,"foodBassraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:battenbergitem",13128,0,"false","Battenberg",11,1.2,"foodBattenberg"
"Pam's HarvestCraft","harvestcraft:batteredsausageitem",12734,0,"false","Battered Sausage",7,1.2,"foodBatteredsausage"
"Pam's HarvestCraft","harvestcraft:bbqchickenbiscuititem",13162,0,"false","BBQ Chicken Biscuit",14,1.2,"foodBbqchickenbiscuit"
"Pam's HarvestCraft","harvestcraft:bbqchickenpizzaitem",13011,0,"false","BBQ Chicken Pizza",9,1.2,"foodBbqchickenpizza"
"Pam's HarvestCraft","harvestcraft:bbqjackfruititem",13026,0,"false","BBQ Jackfruit",2,1.2,"foodBbqjackfruit,listAllporkcooked,listAllporkraw"
"Pam's HarvestCraft","harvestcraft:bbqplatteritem",13159,0,"false","BBQ Platter",14,1.2,"foodBbqplatter"
"Pam's HarvestCraft","harvestcraft:bbqpotatochipsitem",12882,0,"false","BBQ Potato Chips",7,1.2,"foodBbqpotatochips"
"Pam's HarvestCraft","harvestcraft:bbqpulledporkitem",12759,0,"false","BBQ Pulled Pork",8,1.2,"foodBbqpulledpork"
"Pam's HarvestCraft","harvestcraft:bbqsauceitem",12993,0,"false","BBQ Sauce",1,1.2,"foodBbqsauce"
"Pam's HarvestCraft","harvestcraft:beanburritoitem",12430,0,"false","Bean Burrito",7,1.2,"foodBeanburrito"
