+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                 |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                         |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                       |
| *** ALSO ***                                                                                                                                                                                                                                    |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                       |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                        |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                       |
+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------------------------+
| Mod name             | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                                              |
| Actually Additions   | actuallyadditions:item_food                     |   10885 |       17 |     true | Rice Bread                          |      6 |        0.5 | bread                                                                      |
| Actually Additions   | actuallyadditions:item_food                     |   10885 |       18 |     true | Doughnut                            |      2 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_food                     |   10885 |       19 |     true | Toast o' Chocolate                  |      5 |        0.2 | bread                                                                      |
| Actually Additions   | actuallyadditions:item_food                     |   10885 |       20 |     true | Bacon                               |      4 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        0 |     true | CuBaRa-Jam                          |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        1 |     true | GraKiBa-Jam                         |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        2 |     true | PlApLe-Jam                          |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        3 |     true | ChApCi-Jam                          |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        4 |     true | HoMeKi-Jam                          |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        5 |     true | PiCo-Jam                            |      6 |        0.1 |                                                                            |
| Actually Additions   | actuallyadditions:item_jam                      |   10886 |        6 |     true | HoMeCo-Jam                          |      6 |        0.1 |                                                                            |
| Animania             | animania:bacon_omelette                         |    4604 |        0 |    false | Bacon Omelette                      |      5 |        0.7 |                                                                            |
| Animania             | animania:cheese_omelette                        |    4605 |        0 |    false | Cheese Omelette                     |      5 |        0.7 |                                                                            |
| Animania             | animania:chocolate_truffle                      |    4609 |        0 |    false | Chocolate Truffle                   |      6 |        0.7 |                                                                            |
| Animania             | animania:cooked_chevon                          |    4633 |        0 |    false | Roast Chevon                        |      5 |        0.5 | foodMeats,listAllmeatcooked                                                |
| Animania             | animania:cooked_frog_legs                       |    4629 |        0 |    false | Cooked Frog Legs                    |      7 |        0.5 | foodMeats,listAllmeatcooked                                                |
| Animania             | animania:cooked_horse                           |    4631 |        0 |    false | Cooked Horse                        |     12 |        0.5 | foodMeats,listAllmeatcooked                                                |
| Animania             | animania:cooked_peacock                         |    4637 |        0 |    false | Roast Peacock                       |      6 |        0.5 |                                                                            |
| Animania             | animania:cooked_prime_bacon                     |    4618 |        0 |    false | Roast Prime Bacon                   |      8 |        0.5 | foodBaconCooked,foodMeats,listAllporkcooked,primeMeatCooked                |
| Animania             | animania:cooked_prime_beef                      |    4612 |        0 |    false | Roast Prime Beef                    |     12 |        0.5 | foodMeats,listAllbeefcooked,listAllmeatcooked,primeMeatCooked              |
| Animania             | animania:cooked_prime_chevon                    |    4635 |        0 |    false | Roast Prime Chevon                  |     10 |        0.5 | foodMeats,listAllmeatcooked,primeMeatCooked                                |
| Animania             | animania:cooked_prime_chicken                   |    4620 |        0 |    false | Roast Prime Chicken                 |      8 |        0.5 | foodMeats,listAllchickencooked,listAllmeatcooked,primeMeatCooked           |
| Animania             | animania:cooked_prime_mutton                    |    4625 |        0 |    false | Roast Prime Mutton                  |     12 |        0.5 | foodMeats,listAllmeatcooked,primeMeatCooked                                |
| Animania             | animania:cooked_prime_peacock                   |    4639 |        0 |    false | Roast Prime Peacock                 |      9 |        0.5 | primeMeatCooked                                                            |
| Animania             | animania:cooked_prime_pork                      |    4616 |        0 |    false | Roast Prime Pork                    |     12 |        0.5 | foodMeats,listAllmeatcooked,listAllporkcooked,primeMeatCooked              |
| Animania             | animania:cooked_prime_rabbit                    |    4627 |        0 |    false | Roast Prime Rabbit                  |      8 |        0.5 | foodMeats,listAllmeatcooked,primeMeatCooked                                |
| Animania             | animania:cooked_prime_steak                     |    4614 |        0 |    false | Roast Prime Steak                   |      8 |        0.5 | foodMeats,listAllbeefcooked,primeMeatCooked                                |
| Animania             | animania:friesian_cheese_wedge                  |    4640 |        0 |    false | Cheese Wedge (Friesian)             |      3 |        0.9 | cheeseAnimania,foodCheese                                                  |
| Animania             | animania:goat_cheese_wedge                      |    4643 |        0 |    false | Cheese Wedge (Goat)                 |      3 |        0.9 | cheeseAnimania,foodCheese                                                  |
| Animania             | animania:holstein_cheese_wedge                  |    4641 |        0 |    false | Cheese Wedge (Holstein)             |      3 |        0.9 | cheeseAnimania,foodCheese                                                  |
| Animania             | animania:jersey_cheese_wedge                    |    4642 |        0 |    false | Cheese Wedge (Jersey)               |      3 |        0.9 | cheeseAnimania,foodCheese                                                  |
| Animania             | animania:milk_bottle                            |    4600 |        0 |    false | Bottle of Milk                      |      4 |        1.0 |                                                                            |
| Animania             | animania:plain_omelette                         |    4606 |        0 |    false | Plain Omelette                      |      5 |        0.6 |                                                                            |
| Animania             | animania:raw_chevon                             |    4632 |        0 |    false | Raw Chevon                          |      1 |        1.0 | foodMeats,listAllmeatraw                                                   |
| Animania             | animania:raw_frog_legs                          |    4628 |        0 |    false | Raw Frog Legs                       |      1 |        1.0 | listAllmeatraw                                                             |
| Animania             | animania:raw_horse                              |    4630 |        0 |    false | Raw Horse                           |      1 |        1.0 | foodMeats,listAllmeatraw                                                   |
| Animania             | animania:raw_peacock                            |    4636 |        0 |    false | Raw Peacock                         |      1 |        1.0 |                                                                            |
| Animania             | animania:raw_prime_bacon                        |    4617 |        0 |    false | Raw Prime Bacon                     |      1 |        1.0 | foodMeats,listAllporkraw,primeMeatRaw                                      |
| Animania             | animania:raw_prime_beef                         |    4611 |        0 |    false | Raw Prime Beef                      |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw,primeMeatRaw                       |
| Animania             | animania:raw_prime_chevon                       |    4634 |        0 |    false | Raw Prime Chevon                    |      1 |        1.0 | foodMeats,listAllmeatraw,primeMeatRaw                                      |
| Animania             | animania:raw_prime_chicken                      |    4619 |        0 |    false | Raw Prime Chicken                   |      1 |        1.0 | foodMeats,listAllchickenraw,listAllmeatraw,primeMeatRaw                    |
| Animania             | animania:raw_prime_mutton                       |    4624 |        0 |    false | Raw Prime Mutton                    |      1 |        1.0 | foodMeats,listAllmeatraw,primeMeatRaw                                      |
| Animania             | animania:raw_prime_peacock                      |    4638 |        0 |    false | Raw Prime Peacock                   |      1 |        1.0 | primeMeatRaw                                                               |
| Animania             | animania:raw_prime_pork                         |    4615 |        0 |    false | Raw Prime Pork                      |      1 |        1.0 | foodMeats,listAllmeatraw,listAllporkraw,primeMeatRaw                       |
| Animania             | animania:raw_prime_rabbit                       |    4626 |        0 |    false | Raw Prime Rabbit                    |      1 |        1.0 | foodMeats,listAllmeatraw,primeMeatRaw                                      |
| Animania             | animania:raw_prime_steak                        |    4613 |        0 |    false | Raw Prime Steak                     |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw,primeMeatRaw                       |
| Animania             | animania:sheep_cheese_wedge                     |    4644 |        0 |    false | Cheese Wedge (Sheep)                |      3 |        0.9 | cheeseAnimania,foodCheese                                                  |
| Animania             | animania:super_omelette                         |    4602 |        0 |    false | Super Omelette                      |      5 |        0.9 |                                                                            |
| Animania             | animania:truffle                                |    4607 |        0 |    false | Truffle                             |      2 |        0.7 |                                                                            |
| Animania             | animania:truffle_omelette                       |    4603 |        0 |    false | Truffle Omelette                    |      5 |        0.8 |                                                                            |
| Animania             | animania:truffle_soup                           |    4608 |        0 |    false | Truffle Soup                        |     10 |        0.6 |                                                                            |
| Animus               | animus:bloodapple                               |    8742 |        0 |    false | Blood Apple                         |      3 |        0.6 |                                                                            |
| Avaritia             | avaritia:cosmic_meatballs                       |    5041 |        0 |    false | Cosmic Meatballs                    |     20 |       20.0 |                                                                            |
| Avaritia             | avaritia:ultimate_stew                          |    5040 |        0 |    false | Ultimate Stew                       |     20 |       20.0 |                                                                            |
| Better Animals Plus  | betteranimalsplus:blubber                       |   14091 |        0 |    false | Blubber                             |      1 |        2.0 |                                                                            |
| Better Animals Plus  | betteranimalsplus:crab_meat_cooked              |   14049 |        0 |    false | Cooked Crab Meat                    |      5 |        1.2 | listAllfishcooked                                                          |
| Better Animals Plus  | betteranimalsplus:crab_meat_raw                 |   14028 |        0 |    false | Raw Crab Meat                       |      2 |        1.0 | listAllfishraw                                                             |
| Better Animals Plus  | betteranimalsplus:eel_meat_cooked               |   14011 |        0 |    false | Cooked Eel Meat                     |      4 |        0.7 |                                                                            |
| Better Animals Plus  | betteranimalsplus:eel_meat_raw                  |   13987 |        0 |    false | Raw Eel Meat                        |      1 |        0.0 |                                                                            |
| Better Animals Plus  | betteranimalsplus:fried_egg                     |   14076 |        0 |    false | Fried Egg                           |      5 |        1.5 |                                                                            |
| Better Animals Plus  | betteranimalsplus:goatcheese                    |   13997 |        0 |    false | Goat Cheese                         |      3 |        1.0 | foodCheese,foodGoatCheese                                                  |
| Better Animals Plus  | betteranimalsplus:pheasantcooked                |   14000 |        0 |    false | Cooked Pheasant                     |      7 |        1.2 | listAllmeatcooked                                                          |
| Better Animals Plus  | betteranimalsplus:pheasantraw                   |   14004 |        0 |    false | Raw Pheasant                        |      3 |        0.0 | listAllmeatraw                                                             |
| Better Animals Plus  | betteranimalsplus:turkey_leg_cooked             |   14031 |        0 |    false | Cooked Turkey Leg                   |      4 |        1.2 | listAllmeatcooked                                                          |
| Better Animals Plus  | betteranimalsplus:turkey_leg_raw                |   14019 |        0 |    false | Raw Turkey Leg                      |      2 |        0.0 | listAllmeatraw                                                             |
| Better Animals Plus  | betteranimalsplus:venisoncooked                 |   10664 |        0 |    false | Cooked Venison                      |      8 |        1.2 | foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked                   |
| Better Animals Plus  | betteranimalsplus:venisonraw                    |   14064 |        0 |    false | Raw Venison                         |      4 |        0.0 | foodVenisonraw,listAllmeatraw,listAllvenisonraw                            |
| Biomes O' Plenty     | biomesoplenty:berries                           |    4418 |        0 |    false | Berry                               |      1 |        0.1 | listAllberry,listAllfruit                                                  |
| Biomes O' Plenty     | biomesoplenty:filled_honeycomb                  |    4423 |        0 |    false | Filled Honeycomb                    |      3 |        0.4 | dropHoney,foodFilledhoneycomb,foodHoneydrop,listAllsugar                   |
| Biomes O' Plenty     | biomesoplenty:peach                             |    4420 |        0 |    false | Peach                               |      5 |        0.2 | cropPeach,listAllfruit                                                     |
| Biomes O' Plenty     | biomesoplenty:pear                              |    4419 |        0 |    false | Pear                                |      5 |        0.3 | cropPear,listAllfruit                                                      |
| Biomes O' Plenty     | biomesoplenty:persimmon                         |    4421 |        0 |    false | Persimmon                           |      5 |        0.2 | cropPersimmon,listAllfruit                                                 |
| Biomes O' Plenty     | biomesoplenty:ricebowl                          |    4425 |        0 |    false | Bowl of Rice                        |      2 |        0.6 | foodBowlofrice                                                             |
| Biomes O' Plenty     | biomesoplenty:shroompowder                      |    4424 |        0 |    false | Shroom Powder                       |      1 |        0.1 | foodMushroompowder                                                         |
| Botania              | botania:manacookie                              |    7839 |        0 |    false | Biscuit of Totality                 |      0 |        0.1 |                                                                            |
| Culinary Construct   | culinaryconstruct:sandwich                      |   13709 |        0 |    false | Sandwich                            |      0 |        0.0 |                                                                            |
| Cyclic               | cyclicmagic:food_step                           |   12327 |        0 |    false | Apple of Lofty Stature              |      4 |        0.6 |                                                                            |
| Cyclic               | cyclicmagic:heart_toxic                         |   12239 |        0 |    false | Empty Heart Container               |      2 |        0.6 |                                                                            |
| Cyclic               | cyclicmagic:inventory_food                      |   12338 |        0 |    false | Inventory Upgrade                   |     10 |        0.6 |                                                                            |
| Ender IO             | enderio:item_ender_food                         |    8321 |        0 |     true | "Enderios"                          |     10 |        0.8 |                                                                            |
| Ex Nihilo Creatio    | exnihilocreatio:item_cooked_silkworm            |    9340 |        0 |    false | Cooked Silkworm                     |      2 |        0.6 |                                                                            |
| Extra Utilities 2    | extrautils2:magicapple                          |    5588 |        0 |    false | Magical Apple                       |      4 |        0.3 |                                                                            |
| Forestry             | forestry:ambrosia                               |    5191 |        0 |    false | Ambrosia                            |      8 |        0.6 |                                                                            |
| Forestry             | forestry:fruits                                 |    5137 |        0 |     true | Cherry                              |      1 |        0.2 | cropCherry,fruitForestry                                                   |
| Forestry             | forestry:fruits                                 |    5137 |        1 |     true | Walnut                              |      1 |        0.2 | cropWalnut,fruitForestry                                                   |
| Forestry             | forestry:fruits                                 |    5137 |        2 |     true | Chestnut                            |      1 |        0.2 | cropChestnut,fruitForestry                                                 |
| Forestry             | forestry:fruits                                 |    5137 |        3 |     true | Lemon                               |      1 |        0.2 | cropLemon,fruitForestry                                                    |
| Forestry             | forestry:fruits                                 |    5137 |        4 |     true | Plum                                |      1 |        0.2 | cropPlum,fruitForestry                                                     |
| Forestry             | forestry:fruits                                 |    5137 |        5 |     true | Date                                |      1 |        0.2 | cropDate,fruitForestry                                                     |
| Forestry             | forestry:fruits                                 |    5137 |        6 |     true | Papaya                              |      1 |        0.2 | cropPapaya,fruitForestry                                                   |
| Forestry             | forestry:honey_pot                              |    5192 |        0 |    false | Honey Pot                           |      2 |        0.2 |                                                                            |
| Forestry             | forestry:honeyed_slice                          |    5190 |        0 |    false | Honeyed Slice                       |      8 |        0.6 |                                                                            |
| Ice and Fire         | iceandfire:ambrosia                             |    9611 |        0 |    false | Ambrosia                            |      5 |        0.6 |                                                                            |
| Ice and Fire         | iceandfire:fire_dragon_flesh                    |    9588 |        0 |    false | Fire Dragon Flesh                   |      8 |        0.8 |                                                                            |
| Ice and Fire         | iceandfire:ice_dragon_flesh                     |    9589 |        0 |    false | Ice Dragon Flesh                    |      8 |        0.8 |                                                                            |
| Ice and Fire         | iceandfire:pixie_dust                           |    9608 |        0 |    false | Pixie Dust                          |      1 |        0.3 |                                                                            |
| IndustrialCraft 2    | ic2:terra_wart                                  |    4171 |        0 |    false | Terra Wart                          |      0 |        1.0 |                                                                            |
| Integrated Dynamics  | integrateddynamics:menril_berries               |    9889 |        0 |    false | Menril Berries                      |      4 |        0.3 |                                                                            |
| Minecraft            | minecraft:apple                                 |     260 |        0 |    false | Apple                               |      4 |        0.3 | cropApple,listAllfruit                                                     |
| Minecraft            | minecraft:baked_potato                          |     393 |        0 |    false | Baked Potato                        |      5 |        0.6 |                                                                            |
| Minecraft            | minecraft:beef                                  |     363 |        0 |    false | Raw Beef                            |      3 |        0.3 | foodMeat,listAllbeefraw,listAllmeatraw                                     |
| Minecraft            | minecraft:beetroot                              |     434 |        0 |    false | Beetroot                            |      1 |        0.6 | cropBeet,cropBeetroot,foodVegetable,listAllveggie                          |
| Minecraft            | minecraft:beetroot_soup                         |     436 |        0 |    false | Beetroot Soup                       |      6 |        0.6 |                                                                            |
| Minecraft            | minecraft:bread                                 |     297 |        0 |    false | Bread                               |      5 |        0.6 | bread,foodBread                                                            |
| Minecraft            | minecraft:carrot                                |     391 |        0 |    false | Carrot                              |      3 |        0.6 | cropCarrot,foodVegetable,listAllveggie                                     |
| Minecraft            | minecraft:chicken                               |     365 |        0 |    false | Raw Chicken                         |      2 |        0.3 | foodMeat,listAllchickenraw,listAllmeatraw                                  |
| Minecraft            | minecraft:chorus_fruit                          |     432 |        0 |    false | Chorus Fruit                        |      4 |        0.3 | listAllfruit                                                               |
| Minecraft            | minecraft:cooked_beef                           |     364 |        0 |    false | Steak                               |      8 |        0.8 | foodCooked,foodMeat,listAllbeefcooked,listAllmeatcooked                    |
| Minecraft            | minecraft:cooked_chicken                        |     366 |        0 |    false | Cooked Chicken                      |      6 |        0.6 | foodCooked,foodMeat,listAllchickencooked,listAllmeatcooked                 |
| Minecraft            | minecraft:cooked_fish                           |     350 |        0 |     true | Cooked Fish                         |      5 |        0.6 | foodCooked,listAllfishcooked,listAllmeatcooked                             |
| Minecraft            | minecraft:cooked_fish                           |     350 |        1 |     true | Cooked Salmon                       |      6 |        0.8 | listAllfishcooked,listAllmeatcooked                                        |
| Minecraft            | minecraft:cooked_mutton                         |     424 |        0 |    false | Cooked Mutton                       |      6 |        0.8 | foodCooked,foodMeat,foodMuttoncooked,listAllmeatcooked,listAllmuttoncooked |
| Minecraft            | minecraft:cooked_porkchop                       |     320 |        0 |    false | Cooked Porkchop                     |      8 |        0.8 | foodCooked,foodMeat,listAllmeatcooked,listAllporkcooked                    |
| Minecraft            | minecraft:cooked_rabbit                         |     412 |        0 |    false | Cooked Rabbit                       |      5 |        0.6 | foodCooked,foodMeat,foodRabbitcooked,listAllmeatcooked,listAllrabbitcooked |
| Minecraft            | minecraft:cookie                                |     357 |        0 |    false | Cookie                              |      2 |        0.1 |                                                                            |
| Minecraft            | minecraft:fish                                  |     349 |        0 |     true | Raw Fish                            |      2 |        0.1 | fish,listAllfishfresh,listAllfishraw,salmonRaw                             |
| Minecraft            | minecraft:fish                                  |     349 |        1 |     true | Raw Salmon                          |      2 |        0.1 | fish,foodSalmonraw,listAllfishfresh,listAllfishraw                         |
| Minecraft            | minecraft:fish                                  |     349 |        2 |     true | Clownfish                           |      1 |        0.1 | fish,listAllfishfresh,listAllfishraw                                       |
| Minecraft            | minecraft:fish                                  |     349 |        3 |     true | Pufferfish                          |      1 |        0.1 | fish,listAllfishfresh,listAllfishraw                                       |
| Minecraft            | minecraft:golden_apple                          |     322 |        0 |     true | Golden Apple                        |      4 |        1.2 |                                                                            |
| Minecraft            | minecraft:golden_apple                          |     322 |        1 |     true | Golden Apple                        |      4 |        1.2 |                                                                            |
| Minecraft            | minecraft:golden_carrot                         |     396 |        0 |    false | Golden Carrot                       |      6 |        1.2 |                                                                            |
| Minecraft            | minecraft:melon                                 |     360 |        0 |    false | Melon                               |      2 |        0.3 |                                                                            |
| Minecraft            | minecraft:mushroom_stew                         |     282 |        0 |    false | Mushroom Stew                       |      6 |        0.6 |                                                                            |
| Minecraft            | minecraft:mutton                                |     423 |        0 |    false | Raw Mutton                          |      2 |        0.3 | foodMeat,foodMuttonraw,listAllmeatraw,listAllmuttonraw                     |
| Minecraft            | minecraft:poisonous_potato                      |     394 |        0 |    false | Poisonous Potato                    |      2 |        0.3 |                                                                            |
| Minecraft            | minecraft:porkchop                              |     319 |        0 |    false | Raw Porkchop                        |      3 |        0.3 | foodMeat,listAllmeatraw,listAllporkraw                                     |
| Minecraft            | minecraft:potato                                |     392 |        0 |    false | Potato                              |      1 |        0.3 | cropPotato,foodVegetable,listAllveggie                                     |
| Minecraft            | minecraft:pumpkin_pie                           |     400 |        0 |    false | Pumpkin Pie                         |      8 |        0.3 |                                                                            |
| Minecraft            | minecraft:rabbit                                |     411 |        0 |    false | Raw Rabbit                          |      3 |        0.3 | foodMeat,foodRabbitraw,listAllmeatraw,listAllrabbitraw                     |
| Minecraft            | minecraft:rabbit_stew                           |     413 |        0 |    false | Rabbit Stew                         |     10 |        0.6 |                                                                            |
| Minecraft            | minecraft:rotten_flesh                          |     367 |        0 |    false | Rotten Flesh                        |      4 |        0.1 |                                                                            |
| Minecraft            | minecraft:spider_eye                            |     375 |        0 |    false | Spider Eye                          |      2 |        0.8 |                                                                            |
| Mystical Agriculture | mysticalagriculture:inferium_apple              |   10043 |        0 |    false | Inferium Apple                      |      6 |        0.3 |                                                                            |
| Mystical Agriculture | mysticalagriculture:intermedium_apple           |   10045 |        0 |    false | Intermedium Apple                   |     10 |        0.5 |                                                                            |
| Mystical Agriculture | mysticalagriculture:prudentium_apple            |   10044 |        0 |    false | Prudentium Apple                    |      8 |        0.4 |                                                                            |
| Mystical Agriculture | mysticalagriculture:superium_apple              |   10046 |        0 |    false | Superium Apple                      |     15 |        0.7 |                                                                            |
| Mystical Agriculture | mysticalagriculture:supremium_apple             |   10047 |        0 |    false | Supremium Apple                     |     20 |        0.9 |                                                                            |
| NuclearCraft         | nuclearcraft:cocoa_butter                       |    5997 |        0 |    false | Solidified Cocoa Butter             |      2 |        0.2 | ingotCocoaButter                                                           |
| NuclearCraft         | nuclearcraft:dark_chocolate                     |    6000 |        0 |    false | Dark Chocolate                      |      3 |        0.4 | ingotDarkChocolate                                                         |
| NuclearCraft         | nuclearcraft:dominos                            |    5992 |        0 |    false | Domino's Special                    |     16 |        1.8 | gearDominos                                                                |
| NuclearCraft         | nuclearcraft:foursmore                          |    6006 |        0 |    false | FourS'more QuadS'mingot             |     44 |        8.6 |                                                                            |
| NuclearCraft         | nuclearcraft:graham_cracker                     |    5994 |        0 |    false | Graham Cracker                      |      1 |        0.2 |                                                                            |
| NuclearCraft         | nuclearcraft:ground_cocoa_nibs                  |    5996 |        0 |    false | Ground Cocoa Nibs                   |      1 |        0.2 |                                                                            |
| NuclearCraft         | nuclearcraft:marshmallow                        |    6003 |        0 |    false | Marshmallow                         |      1 |        0.4 | ingotMarshmallow                                                           |
| NuclearCraft         | nuclearcraft:milk_chocolate                     |    6001 |        0 |    false | Milk Chocolate                      |      4 |        0.6 | ingotChocolate                                                             |
| NuclearCraft         | nuclearcraft:moresmore                          |    6005 |        0 |    false | MoreS'more DoubleS'mingot           |     20 |        3.8 |                                                                            |
| NuclearCraft         | nuclearcraft:smore                              |    6004 |        0 |    false | S'more S'mingot                     |      8 |        1.4 |                                                                            |
| NuclearCraft         | nuclearcraft:unsweetened_chocolate              |    5999 |        0 |    false | Unsweetened Chocolate               |      2 |        0.2 | ingotUnsweetenedChocolate                                                  |
| OpenBlocks           | openblocks:tasty_clay                           |    6593 |        0 |    false | Tasty Clay                          |      1 |        0.1 |                                                                            |
| Pam's HarvestCraft   | harvestcraft:agaveitem                          |   11025 |        0 |    false | Agave                               |      1 |        0.6 | cropAgave,listAllfruit                                                     |
| Pam's HarvestCraft   | harvestcraft:akutuqitem                         |   11925 |        0 |    false | Akutuq                              |      5 |        1.2 | foodAkutuq                                                                 |
| Pam's HarvestCraft   | harvestcraft:almondbutteritem                   |   11734 |        0 |    false | Almond Butter                       |      1 |        1.2 | foodAlmondbutter,listAllnutbutter                                          |
| Pam's HarvestCraft   | harvestcraft:almonditem                         |   11147 |        0 |    false | Almond                              |      1 |        0.6 | cropAlmond,listAllnut                                                      |
| Pam's HarvestCraft   | harvestcraft:amaranthitem                       |   11027 |        0 |    false | Amaranth                            |      1 |        0.6 | cropAmaranth,listAllgrain                                                  |
| Pam's HarvestCraft   | harvestcraft:anchovypepperonipizzaitem          |   12122 |        0 |    false | Anchovy Pepperoni Pizza             |     13 |        1.2 | foodAnchovypepperonipizza                                                  |
| Pam's HarvestCraft   | harvestcraft:anchovyrawitem                     |   12175 |        0 |    false | Raw Anchovy                         |      1 |        0.6 | foodAnchovyraw,listAllfishfresh,listAllfishraw                             |
| Pam's HarvestCraft   | harvestcraft:applecideritem                     |   11700 |        0 |    false | Apple Cider                         |      2 |        1.2 | foodApplecider                                                             |
| Pam's HarvestCraft   | harvestcraft:applefritteritem                   |   11806 |        0 |    false | Apple Fritter                       |      6 |        1.2 | foodApplefritter                                                           |
| Pam's HarvestCraft   | harvestcraft:applejellyitem                     |   11564 |        0 |    false | Apple Jelly                         |      2 |        1.2 | foodApplejelly                                                             |
| Pam's HarvestCraft   | harvestcraft:applejellysandwichitem             |   11565 |        0 |    false | Apple Jelly Sandwich                |      6 |        1.2 | foodApplejellysandwich                                                     |
| Pam's HarvestCraft   | harvestcraft:applejuiceitem                     |   11285 |        0 |    false | Apple Juice                         |      2 |        1.2 | foodApplejuice,listAlljuice                                                |
| Pam's HarvestCraft   | harvestcraft:applepieitem                       |   11270 |        0 |    false | Apple Pie                           |      5 |        1.2 | foodApplepie                                                               |
